Metric:,Median Days on Market
Time Calculation:,Rolling 3 Months
Data from:,7/2/2024
Segments:,700 - Queen Anne/Magnolia,701 - Belltown/Downtown Seattle,705 - Ballard/Greenlake,710 - North Seattle

Filters
700 - Queen Anne/Magnolia:,""
701 - Belltown/Downtown Seattle:,""
705 - Ballard/Greenlake:,""
710 - North Seattle:,""


Date,"700 - Queen Anne/Magnolia","701 - Belltown/Downtown Seattle","705 - Ballard/Greenlake","710 - North Seattle",
November 2015,8,7,8,8,
December 2015,9,13,7,8,
January 2016,9,16,8,9,
February 2016,9,13,7,8,
March 2016,8,9,7,8,
April 2016,8,9,7,7,
May 2016,8,8,7,7,
June 2016,8,6,7,7,
July 2016,9,0,7,7,
August 2016,9,0,8,7,
September 2016,9,0,8,8,
October 2016,9,4,8,8,
November 2016,8,7,8,9,
December 2016,9,10,8,10,
January 2017,9,12,9,10,
February 2017,9,12,8,9,
March 2017,8,9,7,8,
April 2017,8,7,7,7,
May 2017,7,7,7,7,
June 2017,8,7,7,7,
July 2017,8,7,7,7,
August 2017,8,8,7,7,
September 2017,8,8,7,7,
October 2017,8,8,7,8,
November 2017,8,7,7,8,
December 2017,8,7,7,8,
January 2018,10,8,8,8,
February 2018,8,9,7,7,
March 2018,8,8,7,7,
April 2018,7,8,7,7,
May 2018,7,8,7,7,
June 2018,7,8,7,7,
July 2018,8,9,7,7,
August 2018,8,14,8,8,
September 2018,11,23,8,9,
October 2018,14,28,10,10,
November 2018,20,28,13,12,
December 2018,22,35,16,17,
January 2019,30,44,22,26,
February 2019,31,52,21,30,
March 2019,29,44,15,20,
April 2019,17,24,9,9,
May 2019,13,24,8,7,
June 2019,9,23,8,7,
July 2019,10,26,9,8,
August 2019,15,26,11,10,
September 2019,19,35,14,12,
October 2019,20,41,13,13,
November 2019,17,31,14,14,
December 2019,18,39,16,16,
January 2020,23,39,24,21,
February 2020,23,47,20,21,
March 2020,10,28,8,8,
April 2020,7,16,7,6,
May 2020,7,15,6,6,
June 2020,8,16,6,6,
July 2020,9,15,6,7,
August 2020,9,14,7,7,
September 2020,9,17,6,6,
October 2020,9,22,6,7,
November 2020,10,29,7,7,
December 2020,14,32,8,8,
January 2021,22,44,10,10,
February 2021,24,50,9,11,
March 2021,15,44,7,7,
April 2021,8,30,6,6,
May 2021,7,17,6,6,
June 2021,7,18,6,6,
July 2021,7,19,6,6,
August 2021,7,21,6,6,
September 2021,8,13,6,6,
October 2021,9,10,6,6,
November 2021,11,8,6,7,
December 2021,11,7,6,7,
January 2022,13,9,7,7,
February 2022,12,7,6,7,
March 2022,7,8,5,5,
April 2022,6,5,5,5,
May 2022,6,6,5,5,
June 2022,6,5,5,5,
July 2022,6,7,6,6,
August 2022,6,12,6,6,
September 2022,9,24,7,9,
October 2022,11,26,9,9,
November 2022,14,32,10,12,
December 2022,16,32,10,12,
January 2023,25,42,16,19,
February 2023,26,34,16,21,
March 2023,23,21,12,11,
April 2023,13,11,7,6,
May 2023,11,16,6,6,
June 2023,9,16,6,6,
July 2023,8,23,6,7,
August 2023,8,20,7,6,
September 2023,10,25,7,6,
October 2023,13,30,8,7,
November 2023,14,28,8,8,
December 2023,15,43,11,10,
January 2024,20,47,16,13,
February 2024,19,40,15,15,
March 2024,13,32,9,6,
April 2024,8,25,7,6,
May 2024,7,25,6,6,
June 2024,7,20,6,6,


"All data from Northwest Multiple Listing Service®. InfoSparks © 2024 ShowingTime."


